2024-01-17 16:23:32,687 INFO    SystemMonitor:94799 [interfaces.py:start():190] Started gpu monitoring
2024-01-17 16:23:32,690 INFO    SystemMonitor:94799 [interfaces.py:start():190] Started memory monitoring
2024-01-17 16:23:32,692 INFO    SystemMonitor:94799 [interfaces.py:start():190] Started network monitoring
2024-01-17 16:23:32,701 DEBUG   HandlerThread:94799 [system_info.py:probe():151] Probing system
2024-01-17 16:23:32,730 DEBUG   HandlerThread:94799 [system_info.py:_probe_git():136] Probing git
2024-01-17 16:23:32,739 DEBUG   HandlerThread:94799 [system_info.py:_probe_git():144] Probing git done
2024-01-17 16:23:32,739 DEBUG   HandlerThread:94799 [system_info.py:probe():199] Probing system done
2024-01-17 16:23:32,739 DEBUG   HandlerThread:94799 [system_monitor.py:probe():223] {'os': 'Linux-5.15.133.1-microsoft-standard-WSL2+-x86_64-with-glibc2.17', 'python': '3.8.16', 'heartbeatAt': '2024-01-17T08:23:32.701317', 'startedAt': '2024-01-17T08:23:28.754399', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/zyk/Personal_study_projects/ECG_mit-bih/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/ykzhang-eeis/ECG_mit-bih.git', 'commit': '25b55aa26449a489af7d92f3e9f190f4f754bd71'}, 'email': 'zhangyukunbupt@gmail.com', 'root': '/home/zyk/Personal_study_projects/ECG_mit-bih', 'host': 'DESKTOP-DA54TO1', 'username': 'zyk', 'executable': '/home/zyk/anaconda3/envs/ecg/bin/python', 'cpu_count': 10, 'cpu_count_logical': 20, 'cpu_freq': {'current': 3609.601, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3609.601, 'min': 0.0, 'max': 0.0}, {'current': 3609.601, 'min': 0.0, 'max': 0.0}, {'current': 3609.601, 'min': 0.0, 'max': 0.0}, {'current': 3609.601, 'min': 0.0, 'max': 0.0}, {'current': 3609.601, 'min': 0.0, 'max': 0.0}, {'current': 3609.601, 'min': 0.0, 'max': 0.0}, {'current': 3609.601, 'min': 0.0, 'max': 0.0}, {'current': 3609.601, 'min': 0.0, 'max': 0.0}, {'current': 3609.601, 'min': 0.0, 'max': 0.0}, {'current': 3609.601, 'min': 0.0, 'max': 0.0}, {'current': 3609.601, 'min': 0.0, 'max': 0.0}, {'current': 3609.601, 'min': 0.0, 'max': 0.0}, {'current': 3609.601, 'min': 0.0, 'max': 0.0}, {'current': 3609.601, 'min': 0.0, 'max': 0.0}, {'current': 3609.601, 'min': 0.0, 'max': 0.0}, {'current': 3609.601, 'min': 0.0, 'max': 0.0}, {'current': 3609.601, 'min': 0.0, 'max': 0.0}, {'current': 3609.601, 'min': 0.0, 'max': 0.0}, {'current': 3609.601, 'min': 0.0, 'max': 0.0}, {'current': 3609.601, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 1006.853931427002, 'used': 289.7024955749512}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 31.271812438964844}}
2024-01-17 16:23:32,739 INFO    HandlerThread:94799 [system_monitor.py:probe():224] Finished collecting system info
2024-01-17 16:23:32,739 INFO    HandlerThread:94799 [system_monitor.py:probe():227] Publishing system info
2024-01-17 16:23:32,739 DEBUG   HandlerThread:94799 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-01-17 16:23:32,908 INFO    Thread-17 :94799 [dir_watcher.py:_on_file_created():271] file/dir created: /home/zyk/Personal_study_projects/ECG_mit-bih/wandb/run-20240117_162328-bmiwh1ks/files/conda-environment.yaml
2024-01-17 16:23:35,079 DEBUG   HandlerThread:94799 [system_info.py:_save_conda():220] Saving conda packages done
2024-01-17 16:23:35,081 INFO    HandlerThread:94799 [system_monitor.py:probe():229] Finished publishing system info
2024-01-17 16:23:35,083 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:23:35,084 DEBUG   SenderThread:94799 [sender.py:send():382] send: files
2024-01-17 16:23:35,084 INFO    SenderThread:94799 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-01-17 16:23:35,093 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: python_packages
2024-01-17 16:23:35,094 DEBUG   SenderThread:94799 [sender.py:send_request():409] send_request: python_packages
2024-01-17 16:23:35,095 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: stop_status
2024-01-17 16:23:35,095 DEBUG   SenderThread:94799 [sender.py:send_request():409] send_request: stop_status
2024-01-17 16:23:35,100 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-17 16:23:35,906 INFO    Thread-17 :94799 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/zyk/Personal_study_projects/ECG_mit-bih/wandb/run-20240117_162328-bmiwh1ks/files/conda-environment.yaml
2024-01-17 16:23:35,906 INFO    Thread-17 :94799 [dir_watcher.py:_on_file_created():271] file/dir created: /home/zyk/Personal_study_projects/ECG_mit-bih/wandb/run-20240117_162328-bmiwh1ks/files/wandb-metadata.json
2024-01-17 16:23:35,907 INFO    Thread-17 :94799 [dir_watcher.py:_on_file_created():271] file/dir created: /home/zyk/Personal_study_projects/ECG_mit-bih/wandb/run-20240117_162328-bmiwh1ks/files/requirements.txt
2024-01-17 16:23:36,548 DEBUG   SenderThread:94799 [sender.py:send():382] send: telemetry
2024-01-17 16:23:37,258 INFO    wandb-upload_0:94799 [upload_job.py:push():131] Uploaded file /tmp/tmpy2q9vf4hwandb/d8y2llki-wandb-metadata.json
2024-01-17 16:23:40,549 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:23:45,550 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:23:50,095 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: stop_status
2024-01-17 16:23:50,095 DEBUG   SenderThread:94799 [sender.py:send_request():409] send_request: stop_status
2024-01-17 16:23:50,138 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-17 16:23:51,428 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:23:56,429 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:24:01,435 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:24:01,913 INFO    Thread-17 :94799 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/zyk/Personal_study_projects/ECG_mit-bih/wandb/run-20240117_162328-bmiwh1ks/files/config.yaml
2024-01-17 16:24:05,095 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: stop_status
2024-01-17 16:24:05,095 DEBUG   SenderThread:94799 [sender.py:send_request():409] send_request: stop_status
2024-01-17 16:24:05,138 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-17 16:24:07,022 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:24:12,023 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:24:17,024 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:24:20,095 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: stop_status
2024-01-17 16:24:20,096 DEBUG   SenderThread:94799 [sender.py:send_request():409] send_request: stop_status
2024-01-17 16:24:20,138 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-17 16:24:22,667 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:24:27,668 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:24:32,669 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:24:32,692 DEBUG   SystemMonitor:94799 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-01-17 16:24:32,694 DEBUG   SenderThread:94799 [sender.py:send():382] send: stats
2024-01-17 16:24:35,095 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: stop_status
2024-01-17 16:24:35,096 DEBUG   SenderThread:94799 [sender.py:send_request():409] send_request: stop_status
2024-01-17 16:24:35,138 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-17 16:24:38,441 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:24:43,442 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:24:48,443 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:24:50,095 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: stop_status
2024-01-17 16:24:50,096 DEBUG   SenderThread:94799 [sender.py:send_request():409] send_request: stop_status
2024-01-17 16:24:50,148 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-17 16:24:54,421 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:24:59,421 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:25:02,695 DEBUG   SenderThread:94799 [sender.py:send():382] send: stats
2024-01-17 16:25:04,696 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:25:05,096 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: stop_status
2024-01-17 16:25:05,096 DEBUG   SenderThread:94799 [sender.py:send_request():409] send_request: stop_status
2024-01-17 16:25:05,139 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-17 16:25:10,516 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:25:15,516 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:25:20,096 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: stop_status
2024-01-17 16:25:20,096 DEBUG   SenderThread:94799 [sender.py:send_request():409] send_request: stop_status
2024-01-17 16:25:20,138 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-17 16:25:20,711 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:25:25,712 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:25:30,713 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:25:32,696 DEBUG   SenderThread:94799 [sender.py:send():382] send: stats
2024-01-17 16:25:35,096 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: stop_status
2024-01-17 16:25:35,096 DEBUG   SenderThread:94799 [sender.py:send_request():409] send_request: stop_status
2024-01-17 16:25:35,138 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-17 16:25:36,512 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:25:41,513 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
2024-01-17 16:25:46,514 DEBUG   HandlerThread:94799 [handler.py:handle_request():146] handle_request: status_report
